"Story","Title","Result","Date","Stability","Duration (s)"
"CT03 - Adicionar Iphone ao carrinho (via campo pesquisa)","Adicionar Iphone","SUCCESS","2018-01-30T13:52:47.609-02:00","0.0","44.42"
