"Story","Title","Result","Date","Stability","Duration (s)"
"CT02 - Adicionar geladeira Brastemp ao carrinho (via Menu)","Adicionar Geladeira","SUCCESS","2018-01-30T13:52:10.946-02:00","0.0","35.98"
