"Story","Title","Result","Date","Stability","Duration (s)"
"CT02 - Adicionar geladeira Brastemp ao carrinho (via Menu)","Adicionar Geladeira","SUCCESS","2018-02-07T09:28:28.370-02:00","0.0","53.88"
