"Story","Title","Result","Date","Stability","Duration (s)"
"Calcular Preços e prazos - de CEP A a CEP B","Calcular Endereco","SUCCESS","2018-01-22T12:24:03.977-02:00","0.0","37.0"
"Calcular Preços e prazos - RSI Osasco ate a RSI Alphaville","Calcular Endereco","SUCCESS","2018-01-22T12:25:14.096-02:00","0.0","29.44"
