"Story","Title","Result","Date","Stability","Duration (s)"
"CT04 - Consultar promoção trajeto Angra dos Reis - Rio de Janeiro","Consultar Promocao","SUCCESS","2018-02-06T13:06:38.266-02:00","0.0","27.08"
