"Story","Title","Result","Date","Stability","Duration (s)"
"CT03 - Calcular Preços e prazos - de CEP A a CEP B","Calcular Precos e Prazos","SUCCESS","2018-01-23T08:58:41.103-02:00","0.0","29.63"
"CT05 - Calcular Preços e prazos - RSI Osasco a RSI Alphaville","Calcular Precos e Prazos","SUCCESS","2018-01-23T08:59:40.926-02:00","0.0","26.87"
