"Story","Title","Result","Date","Stability","Duration (s)"
"Calcular Preços e prazos - de CEP A a CEP B","Calcular Precos e Prazos","SUCCESS","2018-01-22T14:58:55.072-02:00","0.0","29.74"
"Calcular Preços e prazos - RSI Osasco ate a RSI Alphaville","Calcular Precos e Prazos","SUCCESS","2018-01-22T14:59:56.165-02:00","0.0","28.05"
